Solution Key,PAF Error,Resolution Steps,Resolution Strategy,Need to be monitored,Source Line Number,Remote IP Address,Program/Method/Function Module,Package,Name of Method or Function Module,Name of Class or Program,Message Area,Message number,Expiry Date,Error Subcategory,Error Short Text,Application component ID,Application Area,ABAP Name of Consumer or Server Proxy,Error Log Information,Sender party,Sender interface operation,Sender interface namespace,Sender interface name,Receiver interface operation,Receiver interface namespace,Receiver interface name
SCM_FALCON037_2023,Operation not possible;business document locked,"The inbound delivery to be changed is already cancelled, so cancelling the message",AMP Pending Manual action by MS,No,"0
",nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,Production,ConfirmProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingOut,ChangeProductionRequisitionBasedOnProductionRequestConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingIn
SCM_FALCON038_2023,Changes not allowed; the order is in approval status,Sent to the customer for approval,Manual Action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,OutboundDeliveryProcessing,NotifyOfOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingDeliveryNotificationOut,MaintainInboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingDeliveryNotificationIn
SCM_FALCON038_2023,Changes not allowed; The order is in approval status,Sent to the customer for approval,Manual Action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,OutboundDeliveryProcessing,NotifyOfOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingDeliveryNotificationOut,MaintainInboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingDeliveryNotificationIn
SCM_FALCON039_2023, No access possible via a 'NULL' data reference.,Restart ,Central,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,CustomerInvoiceProcessing,NotifyOfFulfillmentOfOutboundDelivery,http://sap.com/xi/AP/CustomerInvoicing/Global,CustomerInvoiceProcessingFulfillmentNotificationOut,MaintainOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentNotificationIn
SCM_FALCON040_2023,Quantity for deleted entry 000004 must be zero,Reconcilied,AMP Pending Manual action by MS,No,"154
",nan,P,AP_PRD_TRIGGER_RESPONSE_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APPRN_BO_CRP,071,2023-02-27,Manual Retry,????? 000004 ???????,AP-PTR,APPRN_BO_CRP,I_APPTR_PRODUCING_IN_IB,nan,Production,ConfirmProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingOut,ChangeProductionRequisitionBasedOnProductionRequestConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingIn
SCM_FALCON040_2023,Quantity must be null for deleted input 000004,Reconcilied,AMP Pending Manual action by MS,No,"154
",nan,P,AP_PRD_TRIGGER_RESPONSE_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APPRN_BO_CRP,071,2023-02-27,Manual Retry,????? 000004 ???????,AP-PTR,APPRN_BO_CRP,I_APPTR_PRODUCING_IN_IB,nan,Production,ConfirmProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingOut,ChangeProductionRequisitionBasedOnProductionRequestConfirmation,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingIn
SCM_FALCON041_2023, Reference document for confirmation item schedule line missing,"By restarting, the issue got resolved and message got delivered.",AMP Pending Manual action by MS,No,"0
",nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON041_2023,Configuration for location processing not found,"By restarting, the issue got resolved and message got delivered.",AMP Pending Manual action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON042_2023,Technical error AP_SPRQ_T100_MSG 085,message restarted and delivered.,AMP Pending Manual action by MS,No,"49
",nan,P,AP_CUSTOMER_REQ_PROC_PRX,/LCAP/LREQ_ORDERU01,/LCAP/SAPLREQ_ORDER,SRT_CORE,131,2023-02-01,Manual Retry,An exception occurred,AP-CR,SRT_CORE,I_APCRP_CR_FULFILLMENT_IB,nan,SalesOrderProcessing,RequestProductCustomerRequirementReservationAndFulfillment,http://sap.com/xi/AP/CRM/Global,SalesOrderProcessingFulfillmentOut,MaintainCustomerRequirement,http://sap.com/xi/AP/SupplyChainControl/Global,CustomerRequirementProcessingFulfillmentIn
SCM_FALCON042_2023,Saving supply planning requirement not possible; internal inconsistencies,message restarted and delivered.,AMP Pending Manual action by MS,No,49,nan,P,AP_CUSTOMER_REQ_PROC_PRX,/LCAP/LREQ_ORDERU01,/LCAP/SAPLREQ_ORDER,SRT_CORE,131,2023-02-01,Manual Retry,An exception occurred,AP-CR,SRT_CORE,I_APCRP_CR_FULFILLMENT_IB,nan,SalesOrderProcessing,RequestProductCustomerRequirementReservationAndFulfillment,http://sap.com/xi/AP/CRM/Global,SalesOrderProcessingFulfillmentOut,MaintainCustomerRequirement,http://sap.com/xi/AP/SupplyChainControl/Global,CustomerRequirementProcessingFulfillmentIn
SCM_FALCON043_2023,Expiry date for finished,Restart ,AMP Pending Manual action by MS,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PurchaseRequestProcessing,ConfirmPurchaseRequest,http://sap.com/xi/AP/Purchasing/Global,PurchaseRequestProcessingPurchasingOut,ChangePurchaseRequisitionBasedOnPurchaseRequest,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponsePurchasingIn
SCM_FALCON043_2023,Expiry date for finished,Restart ,AMP Pending Manual action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,CustomerInvoiceProcessing,NotifyOfFulfillmentOfOutboundDelivery,http://sap.com/xi/AP/CustomerInvoicing/Global,CustomerInvoiceProcessingFulfillmentNotificationOut,MaintainOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentNotificationIn
SCM_FALCON043_2023,Expiry date for finished,Restart ,AMP Pending Manual action by MS,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PurchaseRequestProcessing,ConfirmPurchaseRequest,http://sap.com/xi/AP/Purchasing/Global,PurchaseRequestProcessingPurchasingOut,ChangePurchaseRequisitionBasedOnPurchaseRequest,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponsePurchasingIn
SCM_FALCON044_2023,"Quantity inconsistent for package product 1-0.0SCA, parent document line 20","Looking into the OTCS document, I see line item 20 has a Sales Kit Product 1-0.0SCA having quantity 4. This should mean that the Sales Kit Items should have the below expected quantities:
ET1-0.0A qty 4
ROT00SC qty 4
BEF.100 qty 8
However, currently the Sales Kit Item quantities are as below:
ET1-0.0A qty 1
ROT00SC qty 1
BEF.100 qty 2
This is the reason that the message is failing.
The customer needs to cancel this product and add it in the OTCS document again. This should trigger the creation of OD successfully.",Manual Action by Dev,No,154,nan,P,AP_OUTBOUND_DELIVERY_PC_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_VAL,190,2023-02-12,Manual Retry,"Menge inkonsistent für Paketprodukt 1-0.0SCA, übergeordnete Belegzeile 20",AP-ODP,APDL_VAL,I_APDL_OUTB_DL_PRC_FLF_NTF_IN,nan,CustomerInvoiceProcessing,NotifyOfFulfillmentOfOutboundDelivery,http://sap.com/xi/AP/CustomerInvoicing/Global,CustomerInvoiceProcessingFulfillmentNotificationOut,MaintainOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentNotificationIn
SCM_FALCON044_2023,OTCS Dump,"Looking into the OTCS document, I see line item 20 has a Sales Kit Product 1-0.0SCA having quantity 4. This should mean that the Sales Kit Items should have the below expected quantities:
ET1-0.0A qty 4
ROT00SC qty 4
BEF.100 qty 8
However, currently the Sales Kit Item quantities are as below:
ET1-0.0A qty 1
ROT00SC qty 1
BEF.100 qty 2
This is the reason that the message is failing.
The customer needs to cancel this product and add it in the OTCS document again. This should trigger the creation of OD successfully.",Manual Action by Dev,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON045_2023,Ordered procurement planning order reference missing // Reference Document ID missing,Cancelled,AMP Pending Manual action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,OutboundDeliveryProcessing,NotifyOfOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingDeliveryNotificationOut,MaintainInboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingDeliveryNotificationIn
SCM_FALCON045_2023,Ordered procurement planning order reference missing // Reference Document ID missing,Cancelled,AMP Pending Manual action by MS,No,0,nan,nan,nan,nan,nan,SRT_HC,007,0000-00-00,nan,Application Error after Commit Work execution,nan,SRT_HC,nan,nan,OutboundDeliveryProcessing,NotifyOfOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingDeliveryNotificationOut,MaintainInboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingDeliveryNotificationIn
SCM_FALCON046_2023,The external delivery item ID already exists.,We see that the issue is happening due to Confirmed inbound delivery (CID) * having the Inbound delivery notification (IDN) ID as *.  CID created another return to supplier (RTS) * which has the same issue. We advise you to cancel both the RTS and the CID * and create new documents with a different IDN ID.,Manual Action by Dev,No,154,nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_IDP_VAL,003,2023-01-30,Manual Retry,An inbound delivery with reference to the inbound delivery notification 5278 already exists. Enter a new inbound delivery notifi,AP-XPS-DLP,APDL_IDP_VAL,I_APDL_OUTB_DEL_PROC_FULF_IN,nan,ReturnToSupplier,RequestReturnDeliveryToSupplier,http://sap.com/xi/AP/Purchasing/Global,ReturnToSupplierFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON046_2023,The external delivery item ID already exists.,We see that the issue is happening due to Confirmed inbound delivery (CID) * having the Inbound delivery notification (IDN) ID as *.  CID created another return to supplier (RTS) * which has the same issue. We advise you to cancel both the RTS and the CID * and create new documents with a different IDN ID.,Manual Action by Dev,No,154,nan,P,AP_DP_DELREQFULREQ_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_IDP_VAL,003,2023-01-30,Manual Retry,An inbound delivery with reference to the inbound delivery notification 5278 already exists. Enter a new inbound delivery notifi,AP-XPS-DLP,APDL_IDP_VAL,I_APDL_OUTB_DEL_PROC_FULF_IN,nan,ReturnToSupplier,RequestReturnDeliveryToSupplier,http://sap.com/xi/AP/Purchasing/Global,ReturnToSupplierFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON047_2023,Serial number count is not equal to delivery quantity p.44378 position 50,"The serial number was not required for component HOTS00952 at the time of OTCS 10208002441 creation since SN profile was not mandatory, but it is mandatory now due to which message is failing. The message FA163E38030E1EDDA8CE1090CC5FC984 should be restarted after asking the Customer to change the Product SN profile back to Optional. Once message is delivered OD will also be cancelled which is expected.",Manual Action by Dev,No,"154
",nan,P,AP_OUTBOUND_DELIVERY_PC_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,APDL_VAL,242,2023-04-04,Manual Retry,Recuento números de serie no es igual a cantidad entrega p.44378 posición 50,AP-ODP,APDL_VAL,I_APDL_OUTB_DL_PRC_FLF_NTF_IN,nan,CustomerInvoiceProcessing,NotifyOfFulfillmentOfOutboundDelivery,http://sap.com/xi/AP/CustomerInvoicing/Global,CustomerInvoiceProcessingFulfillmentNotificationOut,MaintainOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentNotificationIn
SCM_FALCON047_2023,Serial number count is not equal to delivery quantity p.44378 position 50,"The serial number was not required for component HOTS00952 at the time of OTCS 10208002441 creation since SN profile was not mandatory, but it is mandatory now due to which message is failing. The message FA163E38030E1EDDA8CE1090CC5FC984 should be restarted after asking the Customer to change the Product SN profile back to Optional. Once message is delivered OD will also be cancelled which is expected.",Manual Action by Dev,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON998,nan,Memory utilization ,Memory Utilization,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON998,FSI reload,Memory utilization ,Memory Utilization,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON998,High response time and memory utilisation for program APDL_OUTBOUND_DELIVERY from clien,Memory utilization ,Memory Utilization,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON998, High response time and cpu utilisation for program MRP_RUN from client,Memory utilization ,Memory Utilization,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON998,3PL_OD_SO_8,Memory utilization ,Memory Utilization,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON998,high number of calls causing high memory utilization due to program APDL_OUTBOUND_DELIVERY from clien,Memory utilization ,Memory Utilization,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON998,"high memory utilization due to program ""PRODUCTION_ORDER"" from",Memory utilization ,Memory Utilization,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON998,No message id,Memory utilization ,Memory Utilization,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON998,No message id,Memory utilization ,Memory Utilization,No,"154
",nan,P,AP_OUTBOUND_DELIVERY_PC_PRX,CL_SPAF_INB_PROXY_ADAPTER=====CM004,CL_SPAF_INB_PROXY_ADAPTER=====CP,AP_PAF_TOOLS_BTM,000,2022-08-09,Manual Retry,Operation not possible; business document locked,AP-ODP,AP_PAF_TOOLS_BTM,I_APDL_OUTB_DL_PRC_FLF_NTF_IN,nan,CustomerInvoiceProcessing,NotifyOfFulfillmentOfOutboundDelivery,http://sap.com/xi/AP/CustomerInvoicing/Global,CustomerInvoiceProcessingFulfillmentNotificationOut,MaintainOutboundDelivery,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentNotificationIn
SCM_FALCON999,nan,Self Healed by HC engine,Self Healed,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,0,nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,nan,SAPMSSY1,/BOPF/FRW,032,2023-04-05,nan,App. Error:Failed modification on EXTERNAL_REQUEST_ITEM was not handled. Error was:,AP-EPT,/BOPF/FRW,I_EPTR_PURCHASING_IN,nan,PurchaseRequestProcessing,ConfirmPurchaseRequest,http://sap.com/xi/AP/Purchasing/Global,PurchaseRequestProcessingPurchasingOut,ChangePurchaseRequisitionBasedOnPurchaseRequest,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponsePurchasingIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,864,nan,P,AP_DELIVERY_BOPF_CONTENT_CMN,CL_APDL_A_REQ_DLV_EXEC_IN_BG==CM001,CL_APDL_A_REQ_DLV_EXEC_IN_BG==CP,SRT_CORE,131,2023-04-04,nan,"Source type \CLASS=CM_APINV_MESSAGE_LIMA is not compatible, for the purposes of assignment, with target type \CLASS=CM_ESI_T100",AP-XPS-DLP,SRT_CORE,I_APDL_OUTB_DEL_PROC_FULF_IN,nan,LogisticsExecutionControl,RequestDeliveryFulfilment,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentOut,MaintainOutboundDeliveryRequest,http://sap.com/xi/AP/LogisticsExecution/Global,OutboundDeliveryProcessingFulfilmentIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,219,nan,P,AP_SDM_INBOUND,CL_SDM_INBOUND================CM00C,CL_SDM_INBOUND================CP,SRT_CORE,131,2023-03-30,nan,Overflow converting from '10804032254745168.00000000000000',AP-SDM,SRT_CORE,I_APLC_LOG_EXEC_CTR_FULF_IN,nan,InboundDeliveryProcessing,NotifyPlanningOfDeliveryRequestConfirmationReconciliation,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingFulfilmentOut,ChangeBasedOnDeliveryFulfilmentConfirmationReconciliationNotification,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,31,nan,M,AP_RC_PROCESS_AGENT_TOOLS,MAP_BO_INFO,CL_AP_PROCESS_AGENT_BO_INFO,SRT_CORE,131,2023-04-02,nan,Please see Application Info section in the dump for more details.,AP-RC-GEN-PAT,SRT_CORE,I_APLC_LOG_EXEC_CTR_FULF_IN,nan,InboundDeliveryProcessing,NotifyPlanningOfDeliveryRequestConfirmationReconciliation,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingFulfilmentOut,ChangeBasedOnDeliveryFulfilmentConfirmationReconciliationNotification,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,31,nan,M,AP_RC_PROCESS_AGENT_TOOLS,MAP_BO_INFO,CL_AP_PROCESS_AGENT_BO_INFO,SRT_CORE,131,2023-03-30,nan,Please see Application Info section in the dump for more details.,AP-RC-GEN-PAT,SRT_CORE,I_APLC_LOG_EXEC_CTR_FULF_IN,nan,InboundDeliveryProcessing,NotifyPlanningOfDeliveryRequestConfirmationReconciliation,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingFulfilmentOut,ChangeBasedOnDeliveryFulfilmentConfirmationReconciliationNotification,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,"31
",nan,M,AP_RC_PROCESS_AGENT_TOOLS,MAP_BO_INFO,CL_AP_PROCESS_AGENT_BO_INFO,SRT_CORE,131,2023-03-19,nan,Please see Application Info section in the dump for more details.,AP-RC-GEN-PAT,SRT_CORE,I_APLC_LOG_EXEC_CTR_FULF_IN,nan,InboundDeliveryProcessing,NotifyPlanningOfDeliveryRequestConfirmationReconciliation,http://sap.com/xi/AP/LogisticsExecution/Global,InboundDeliveryProcessingFulfilmentOut,ChangeBasedOnDeliveryFulfilmentConfirmationReconciliationNotification,http://sap.com/xi/AP/SupplyChainControl/Global,LogisticsExecutionControlFulfilmentIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,0,nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,nan,SAPMSSY1,/BOPF/FRW,032,2023-03-20,nan,App. Error:Failed modification on EXTERNAL_REQUEST_ITEM was not handled. Error was:,AP-EPT,/BOPF/FRW,I_EPTR_PURCHASING_IN,nan,PurchaseRequestProcessing,ConfirmPurchaseRequest,http://sap.com/xi/AP/Purchasing/Global,PurchaseRequestProcessingPurchasingOut,ChangePurchaseRequisitionBasedOnPurchaseRequest,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponsePurchasingIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,0,nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,nan,SAPMSSY1,/BOPF/FRW,032,2023-03-19,nan,App. Error:Failed modification on EXTERNAL_REQUEST_ITEM was not handled. Error was:,AP-EPT,/BOPF/FRW,I_EPTR_PURCHASING_IN,nan,PurchaseRequestProcessing,ConfirmPurchaseRequest,http://sap.com/xi/AP/Purchasing/Global,PurchaseRequestProcessingPurchasingOut,ChangePurchaseRequisitionBasedOnPurchaseRequest,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponsePurchasingIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,"0
",nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,nan,SAPMSSY1,/BOPF/FRW,032,2023-03-14,nan,App. Error:Failed modification on EXTERNAL_REQUEST_ITEM was not handled. Error was:,AP-EPT,/BOPF/FRW,I_EPTR_PURCHASING_IN,nan,PurchaseRequestProcessing,ConfirmPurchaseRequest,http://sap.com/xi/AP/Purchasing/Global,PurchaseRequestProcessingPurchasingOut,ChangePurchaseRequisitionBasedOnPurchaseRequest,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponsePurchasingIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,"0
",nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,nan,SAPMSSY1,/BOPF/FRW,032,2023-03-14,nan,App. Error:Failed modification on EXTERNAL_REQUEST_ITEM was not handled. Error was:,AP-EPT,/BOPF/FRW,I_EPTR_PURCHASING_IN,nan,PurchaseRequestProcessing,ConfirmPurchaseRequest,http://sap.com/xi/AP/Purchasing/Global,PurchaseRequestProcessingPurchasingOut,ChangePurchaseRequisitionBasedOnPurchaseRequest,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponsePurchasingIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,0,nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,nan,SAPMSSY1,/BOPF/FRW,032,2023-03-14,nan,App. Error:Failed modification on EXTERNAL_REQUEST_ITEM was not handled. Error was:,AP-EPT,/BOPF/FRW,I_EPTR_PURCHASING_IN,nan,PurchaseRequestProcessing,ConfirmPurchaseRequest,http://sap.com/xi/AP/Purchasing/Global,PurchaseRequestProcessingPurchasingOut,ChangePurchaseRequisitionBasedOnPurchaseRequest,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponsePurchasingIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,"2086
",nan,P,AP_PRODUCTION_PRX,IAPPEO_RT_IMP30,SAPLAPPEO_RT_CP_SYSTEM,APPEO_RT,000,2023-03-13,nan,Internal error in production order runtime environment,AP-PE,APPEO_RT,I_APPE_PRODUCING_IN_IB,nan,ProductionTriggerAndResponse,RequestProduction,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingOut,MaintainProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,"2086
",nan,P,AP_PRODUCTION_PRX,IAPPEO_RT_IMP30,SAPLAPPEO_RT_CP_SYSTEM,APPEO_RT,000,2023-03-12,nan,Internal error in production order runtime environment,AP-PE,APPEO_RT,I_APPE_PRODUCING_IN_IB,nan,ProductionTriggerAndResponse,RequestProduction,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingOut,MaintainProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,2086,nan,P,AP_PRODUCTION_PRX,IAPPEO_RT_IMP30,SAPLAPPEO_RT_CP_SYSTEM,APPEO_RT,000,2023-03-12,nan,Internal error in production order runtime environment,AP-PE,APPEO_RT,I_APPE_PRODUCING_IN_IB,nan,ProductionTriggerAndResponse,RequestProduction,http://sap.com/xi/AP/SupplyChainControl/Global,ProductionTriggerAndResponseProducingOut,MaintainProductionRequest,http://sap.com/xi/AP/LogisticsExecution/Global,ProductionProducingIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,"0
",nan,P,AP_EXT_PROC_TRIG_RESP_SVR_PRX,nan,SAPMSSY1,/BOPF/FRW,032,2023-03-08,nan,App. Error:Failed modification on EXTERNAL_REQUEST_ITEM was not handled. Error was:,AP-EPT,/BOPF/FRW,I_EPTR_PURCHASING_IN,nan,PurchaseRequestProcessing,ConfirmPurchaseRequest,http://sap.com/xi/AP/Purchasing/Global,PurchaseRequestProcessingPurchasingOut,ChangePurchaseRequisitionBasedOnPurchaseRequest,http://sap.com/xi/AP/SupplyChainControl/Global,ExternalProcurementTriggerAndResponsePurchasingIn
SCM_FALCON999,Self Healed tickets,Self Healed by HC engine,Self Healed,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
